EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),sunVecX,sunVecY,sunVecZ
0,2457415.5,41408,6971.022,0,-0.00126,0,4.70963,5.92082,6977.98987,0.001,0.89884,0,0.00014,6.28304,6.28304,0,0,0,0,0,0,1,1
20,2457415.5,41428,6969.37938,94.18518,118.4058,-0.16426,4.70852,5.91942,6977.97905,0.001,0.89884,0,0.02914,6.27576,6.27575,0,136.6,-13,1.1,61.3,0,1,1
40,2457415.5,41448,6964.45231,188.32591,236.75687,-0.32843,4.70519,5.91522,6977.95749,0.00099,0.89884,0,0.05816,6.26847,6.26844,0,134.8,-12.7,2,62,0,1,1
60,2457415.5,41468,6956.24314,282.37785,354.99604,-0.49245,4.69964,5.90823,6977.92519,0.00099,0.89884,0,0.08718,6.26116,6.26112,0,133,-12.5,3,62.7,0,1,1
80,2457415.5,41488,6944.75575,376.29665,473.06743,-0.65624,4.69187,5.89845,6977.88218,0.00098,0.89884,6.28319,0.11624,6.25383,6.25377,0,131.2,-12.3,4,63.3,0,1,1
100,2457415.5,41508,6929.99562,470.03806,590.91527,-0.81971,4.6819,5.88587,6977.82852,0.00098,0.89884,6.28318,0.14532,6.24647,6.24639,0,129.4,-12.1,5,64,0,1,1
120,2457415.5,41528,6911.96976,563.55792,708.48386,-0.9828,4.66972,5.87052,6977.76434,0.00097,0.89883,6.28318,0.17444,6.23906,6.23898,0,127.5,-11.9,6,64.7,0,1,1
140,2457415.5,41548,6890.68673,656.81215,825.71767,-1.14542,4.65534,5.8524,6977.68984,0.00096,0.89883,6.28318,0.2036,6.23162,6.23152,0,125.6,-11.7,6.9,65.4,0,1,1
160,2457415.5,41568,6866.15662,749.75681,942.56131,-1.30749,4.63876,5.83151,6977.60526,0.00095,0.89883,6.28318,0.23282,6.22412,6.22401,0,123.7,-11.6,7.9,66.1,0,1,1
180,2457415.5,41588,6838.3911,842.34812,1058.9596,-1.46895,4.62,5.80786,6977.51082,0.00094,0.89882,6.28318,0.26211,6.21655,6.21643,0,121.8,-11.4,8.9,66.9,0,1,1
200,2457415.5,41608,6807.40335,934.54247,1174.85754,-1.62971,4.59907,5.78148,6977.40675,0.00093,0.89882,6.28318,0.29148,6.2089,6.20877,0,119.9,-11.3,9.9,67.6,0,1,1
220,2457415.5,41628,6773.20806,1026.29642,1290.20042,-1.78969,4.57597,5.75236,6977.2933,0.00091,0.89881,6.28318,0.32094,6.20115,6.201,0,117.9,-11.3,10.8,68.3,0,1,1
240,2457415.5,41648,6735.82146,1117.56677,1404.93375,-1.94882,4.55071,5.72052,6977.17069,0.0009,0.8988,6.28318,0.35053,6.19329,6.19313,0,116,-11.2,11.8,69,0,1,1
260,2457415.5,41668,6695.2613,1208.31054,1519.00337,-2.10703,4.52331,5.68599,6977.03916,0.00088,0.8988,6.28317,0.38025,6.18529,6.18511,0,114,-11.2,12.7,69.7,0,1,1
280,2457415.5,41688,6651.5468,1298.485,1632.35541,-2.26424,4.49378,5.64877,6976.89897,0.00086,0.89879,6.28317,0.41013,6.17712,6.17694,0,112,-11.2,13.7,70.5,0,1,1
300,2457415.5,41708,6604.6987,1388.0477,1744.93637,-2.42038,4.46214,5.60888,6976.75036,0.00084,0.89878,6.28317,0.44019,6.16878,6.16858,0,110.1,-11.2,14.7,71.2,0,1,1
320,2457415.5,41728,6554.73922,1476.95648,1856.69311,-2.57537,4.42839,5.56635,6976.59358,0.00082,0.89877,6.28316,0.47047,6.16022,6.16001,0,108.1,-11.2,15.6,71.9,0,1,1
340,2457415.5,41748,6501.69204,1565.16949,1967.57288,-2.72914,4.39256,5.52119,6976.42887,0.0008,0.89876,6.28316,0.50099,6.15141,6.1512,0,106.2,-11.3,16.6,72.7,0,1,1
360,2457415.5,41768,6445.5823,1652.64522,2077.52337,-2.88161,4.35467,5.47343,6976.25645,0.00078,0.89875,6.28315,0.53179,6.14232,6.1421,0,104.2,-11.4,17.5,73.5,0,1,1
380,2457415.5,41788,6386.43659,1739.34252,2186.49268,-3.03272,4.31472,5.42308,6976.07656,0.00076,0.89874,6.28315,0.56291,6.13291,6.13269,0,102.3,-11.5,18.5,74.2,0,1,1
400,2457415.5,41808,6324.28294,1825.22058,2294.42943,-3.1824,4.27275,5.37017,6975.88945,0.00074,0.89873,6.28314,0.5944,6.12315,6.12291,0,100.4,-11.6,19.4,75,0,1,1
420,2457415.5,41828,6259.1508,1910.23903,2401.28269,-3.33056,4.22876,5.31473,6975.69539,0.00071,0.89872,6.28314,0.62629,6.11297,6.11273,0,98.5,-11.8,20.3,75.8,0,1,1
440,2457415.5,41848,6191.07101,1994.35787,2507.00207,-3.47715,4.18279,5.25679,6975.49467,0.00069,0.89871,6.28313,0.65864,6.10233,6.10208,0,96.6,-12,21.3,76.6,0,1,1
460,2457415.5,41868,6120.07583,2077.53756,2611.53773,-3.62209,4.13485,5.19637,6975.2876,0.00066,0.8987,6.28312,0.69152,6.09117,6.09092,0,94.8,-12.2,22.2,77.4,0,1,1
480,2457415.5,41888,6046.19888,2159.73898,2714.84037,-3.76531,4.08497,5.13349,6975.07456,0.00063,0.89869,6.28311,0.72497,6.07942,6.07917,0,92.9,-12.4,23.1,78.2,0,1,1
500,2457415.5,41908,5969.47513,2240.92351,2816.86132,-3.90676,4.03317,5.0682,6974.85598,0.00061,0.89867,6.2831,0.75909,6.06702,6.06676,0,91.1,-12.6,24,79.1,0,1,1
520,2457415.5,41928,5889.94092,2321.05299,2917.5525,-4.04635,3.97947,5.00052,6974.63242,0.00058,0.89866,6.28309,0.79396,6.05386,6.0536,0,89.3,-12.9,25,79.9,0,1,1
540,2457415.5,41948,5807.63387,2400.08979,3016.86648,-4.18403,3.9239,4.93049,6974.40453,0.00055,0.89865,6.28308,0.82969,6.03984,6.03958,0,87.6,-13.1,25.9,80.8,0,1,1
560,2457415.5,41968,5722.59295,2477.99678,3114.75647,-4.31973,3.86649,4.85813,6974.17293,0.00052,0.89863,6.28307,0.86646,6.02478,6.02452,0,85.9,-13.4,26.8,81.7,0,1,1
580,2457415.5,41988,5634.85837,2554.73737,3211.17638,-4.45338,3.80727,4.78348,6973.93806,0.00049,0.89862,6.28306,0.90451,6.00844,6.00817,0,84.2,-13.7,27.7,82.6,0,1,1
600,2457415.5,42008,5544.47162,2630.27554,3306.08083,-4.58493,3.74625,4.70659,6973.70009,0.00046,0.89861,6.28304,0.94418,5.99048,5.99021,0,82.5,-14.1,28.5,83.5,0,1,1
620,2457415.5,42028,5451.47544,2704.57582,3399.42513,-4.71432,3.68348,4.62748,6973.45897,0.00043,0.89859,6.28303,0.98588,5.97049,5.97023,0,80.9,-14.4,29.4,84.4,0,1,1
640,2457415.5,42048,5355.9138,2777.60334,3491.16534,-4.84147,3.61898,4.54619,6973.2147,0.0004,0.89858,6.28302,1.03009,5.94799,5.94772,0,79.3,-14.8,30.3,85.3,0,1,1
660,2457415.5,42068,5257.83185,2849.32384,3581.2583,-4.96634,3.55279,4.46276,6972.96751,0.00037,0.89857,6.283,1.07742,5.92237,5.92211,0,77.8,-15.1,31.1,86.3,0,1,1
680,2457415.5,42088,5157.27597,2919.70367,3669.66162,-5.08886,3.48492,4.37723,6972.71789,0.00034,0.89855,6.28298,1.12865,5.89284,5.89258,0,76.3,-15.5,32,87.3,0,1,1
700,2457415.5,42108,5054.29367,2988.70983,3756.33373,-5.20897,3.41542,4.28964,6972.4665,0.0003,0.89854,6.28297,1.18491,5.85829,5.85803,0,74.8,-15.9,32.8,88.3,0,1,1
720,2457415.5,42128,4948.9336,3056.30998,3841.23386,-5.32662,3.34433,4.20004,6972.21401,0.00027,0.89852,6.28295,1.24781,5.81709,5.81684,0,73.3,-16.3,33.7,89.3,0,1,1
740,2457415.5,42148,4841.24554,3122.47243,3924.32213,-5.44176,3.27166,4.10846,6971.96112,0.00024,0.89851,6.28293,1.31979,5.76682,5.76658,0,71.9,-16.7,34.5,90.3,0,1,1
760,2457415.5,42168,4731.28032,3187.16619,4005.55949,-5.55433,3.19746,4.01496,6971.7085,0.00021,0.89849,6.28291,1.40455,5.70376,5.70353,0,70.5,-17.1,35.3,91.4,0,1,1
780,2457415.5,42188,4619.08988,3250.36097,4084.90778,-5.66427,3.12177,3.91956,6971.45685,0.00018,0.89848,6.28289,1.50796,5.62205,5.62183,0,69.1,-17.6,36.1,92.5,0,1,1
800,2457415.5,42208,4504.72716,3312.02717,4162.32975,-5.77155,3.04461,3.82233,6971.20687,0.00015,0.89846,6.28287,1.63955,5.51217,5.51195,0,67.8,-18,36.9,93.6,0,1,1
820,2457415.5,42228,4388.24612,3372.13593,4237.78906,-5.8761,2.96603,3.7233,6970.95921,0.00013,0.89845,6.28285,1.81478,5.35864,5.35844,0,66.5,-18.4,37.7,94.7,0,1,1
840,2457415.5,42248,4269.7017,3430.65912,4311.25029,-5.97788,2.88606,3.62253,6970.71446,0.0001,0.89844,6.28282,2.0564,5.13872,5.13853,0,65.3,-18.9,38.4,95.9,0,1,1
860,2457415.5,42268,4149.1498,3487.56936,4382.67897,-6.07684,2.80474,3.52006,6970.47309,0.00009,0.89842,6.2828,2.38522,4.8316,4.83142,0,64,-19.4,39.2,97.1,0,1,1
880,2457415.5,42288,4026.64726,3542.84004,4452.04162,-6.17293,2.72211,3.41594,6970.23557,0.00009,0.89841,6.28278,2.78194,4.45658,4.45642,0,62.8,-19.8,39.9,98.3,0,1,1
900,2457415.5,42308,3902.25183,3596.44529,4519.3057,-6.26612,2.63821,3.31021,6970.00236,0.00009,0.8984,6.28275,3.16393,4.09629,4.09614,0,61.6,-20.3,40.7,99.5,0,1,1
920,2457415.5,42328,3776.0221,3648.36006,4584.43967,-6.35636,2.55307,3.20293,6969.77395,0.00011,0.89838,6.28273,3.4646,3.81732,3.81718,0,60.5,-20.8,41.4,100.8,0,1,1
940,2457415.5,42348,3648.01756,3698.56008,4647.41302,-6.4436,2.46674,3.09416,6969.55079,0.00013,0.89837,6.2827,3.68277,3.62084,3.62072,0,59.4,-21.3,42.1,102.1,0,1,1
960,2457415.5,42368,3518.29849,3747.02189,4708.19624,-6.5278,2.37925,2.98393,6969.33328,0.00015,0.89836,6.28267,3.84239,3.48291,3.48281,0,58.3,-21.8,42.7,103.4,0,1,1
980,2457415.5,42388,3386.92597,3793.72285,4766.76084,-6.60893,2.29066,2.8723,6969.12173,0.00018,0.89834,6.28264,3.96411,3.3829,3.38281,0,57.2,-22.3,43.4,104.8,0,1,1
1000,2457415.5,42408,3253.96185,3838.64114,4823.0794,-6.68696,2.20099,2.75933,6968.91647,0.00021,0.89833,6.28262,4.06129,3.30741,3.30734,0,56.1,-22.8,44,106.2,0,1,1
1020,2457415.5,42428,3119.46871,3881.75578,4877.12553,-6.76183,2.1103,2.64507,6968.71783,0.00023,0.89832,6.28259,4.14215,3.24825,3.2482,0,55.1,-23.3,44.6,107.6,0,1,1
1040,2457415.5,42448,2983.50986,3923.04664,4928.87394,-6.83352,2.01862,2.52957,6968.52614,0.00026,0.89831,6.28256,4.21177,3.20032,3.20029,0,54.1,-23.8,45.2,109.1,0,1,1
1060,2457415.5,42468,2846.14925,3962.49445,4978.3004,-6.902,1.926,2.41288,6968.34171,0.00028,0.8983,6.28253,4.27341,3.16038,3.16037,0,53.1,-24.3,45.8,110.5,0,1,1
1080,2457415.5,42488,2707.4515,4000.08079,5025.38177,-6.96723,1.83248,2.29507,6968.1648,0.00031,0.89829,6.28249,4.32922,3.12626,3.12627,0,52.2,-24.8,46.4,112.1,0,1,1
1100,2457415.5,42508,2567.48186,4035.78814,5070.09603,-7.02918,1.73811,2.17618,6967.99571,0.00033,0.89828,6.28246,4.38067,3.0965,3.09653,0,51.2,-25.3,46.9,113.6,0,1,1
1120,2457415.5,42528,2426.30614,4069.59983,5112.42226,-7.08783,1.64293,2.05628,6967.83468,0.00036,0.89827,6.28243,4.4288,3.07006,3.07012,0,50.3,-25.8,47.4,115.2,0,1,1
1140,2457415.5,42548,2283.99073,4101.50009,5152.34067,-7.14315,1.54698,1.93541,6967.68196,0.00038,0.89826,6.2824,4.47435,3.04621,3.04628,0,49.4,-26.3,47.9,116.8,0,1,1
1160,2457415.5,42568,2140.60252,4131.47405,5189.83258,-7.19511,1.4503,1.81364,6967.53778,0.0004,0.89825,6.28236,4.51788,3.02437,3.02447,0,48.5,-26.9,48.3,118.4,0,1,1
1180,2457415.5,42588,1996.20893,4159.50773,5224.88048,-7.24369,1.35296,1.69102,6967.40235,0.00043,0.89824,6.28233,4.5598,3.00415,3.00427,0,47.6,-27.4,48.8,120.1,0,1,1
1200,2457415.5,42608,1850.8778,4185.58807,5257.46797,-7.28886,1.25498,1.56761,6967.27585,0.00045,0.89823,6.2823,4.60043,2.98521,2.98535,0,46.8,-27.9,49.2,121.8,0,1,1
1220,2457415.5,42628,1704.67744,4209.70291,5287.57985,-7.33061,1.15641,1.44346,6967.15845,0.00047,0.89823,6.28226,4.64003,2.9673,2.96746,0,45.9,-28.5,49.5,123.5,0,1,1
1240,2457415.5,42648,1557.67655,4231.84102,5315.20205,-7.36891,1.05731,1.31865,6967.05032,0.00049,0.89822,6.28223,4.67881,2.95021,2.9504,0,45.1,-29,49.9,125.3,0,1,1
1260,2457415.5,42668,1409.94418,4251.99209,5340.32166,-7.40375,0.95772,1.19322,6966.95163,0.00051,0.89821,6.28219,4.71693,2.93378,2.93399,0,44.3,-29.5,50.2,127.1,0,1,1
1280,2457415.5,42688,1261.54974,4270.14675,5362.92697,-7.43511,0.85768,1.06723,6966.86257,0.00052,0.89821,6.28216,4.75453,2.91787,2.9181,0,43.5,-30.1,50.5,128.9,0,1,1
1300,2457415.5,42708,1112.56294,4286.29654,5383.00743,-7.46298,0.75724,0.94074,6966.78326,0.00054,0.8982,6.28212,4.79174,2.90236,2.90261,0,42.7,-30.6,50.7,130.7,0,1,1
1320,2457415.5,42728,963.05373,4300.43394,5400.55369,-7.48735,0.65645,0.81382,6966.71384,0.00055,0.8982,6.28208,4.82863,2.88716,2.88743,0,41.9,-31.1,51,132.6,0,1,1
1340,2457415.5,42748,813.09235,4312.5524,5415.55756,-7.5082,0.55535,0.68651,6966.65441,0.00057,0.8982,6.28205,4.8653,2.87218,2.87248,0,41.2,-31.7,51.2,134.4,0,1,1
1360,2457415.5,42768,662.74922,4322.64628,5428.01207,-7.52552,0.454,0.55889,6966.60507,0.00058,0.89819,6.28201,4.90182,2.85734,2.85767,0,40.4,-32.2,51.3,136.3,0,1,1
1380,2457415.5,42788,512.09492,4330.71089,5437.91142,-7.53932,0.35243,0.43101,6966.56593,0.00059,0.89819,6.28197,4.93827,2.84259,2.84294,0,39.7,-32.8,51.5,138.2,0,1,1
1400,2457415.5,42808,361.2002,4336.74251,5445.25102,-7.54957,0.25071,0.30292,6966.53712,0.00061,0.89819,6.28194,4.9747,2.82785,2.82822,0,39,-33.3,51.5,140.1,0,1,1
1420,2457415.5,42828,210.13589,4340.73834,5450.02748,-7.55627,0.14886,0.1747,6966.51874,0.00062,0.89819,6.2819,5.01117,2.81306,2.81346,0,38.2,-33.8,51.6,142,0,1,1
1440,2457415.5,42848,58.97293,4342.69654,5452.2386,-7.55943,0.04695,0.0464,6966.51089,0.00062,0.89819,6.28186,5.04775,2.79818,2.7986,0,37.5,-34.4,51.6,143.9,0,1,1
1460,2457415.5,42868,-92.21773,4342.61623,5451.88337,-7.55904,-0.05498,-0.08192,6966.51365,0.00063,0.89819,6.28183,5.08446,2.78315,2.7836,0,36.8,-34.9,51.6,145.8,0,1,1
1480,2457415.5,42888,-243.36511,4340.49747,5448.96202,-7.5551,-0.15689,-0.2102,6966.52705,0.00064,0.89819,6.28179,5.12136,2.76795,2.76841,0,36.1,-35.5,51.6,147.7,0,1,1
1500,2457415.5,42908,-394.39826,4336.34128,5443.47593,-7.54762,-0.25872,-0.33838,6966.55104,0.00065,0.89819,6.28175,5.15847,2.75253,2.75302,0,35.5,-36,51.5,149.6,0,1,1
1520,2457415.5,42928,-545.24628,4330.14961,5435.42771,-7.53659,-0.36043,-0.46641,6966.58551,0.00065,0.89819,6.28172,5.19583,2.73686,2.73737,0,34.8,-36.6,51.4,151.5,0,1,1
1540,2457415.5,42948,-695.83837,4321.92538,5424.82117,-7.52203,-0.46197,-0.59421,6966.63028,0.00065,0.89819,6.28168,5.23347,2.72091,2.72144,0,34.1,-37.1,51.3,153.4,0,1,1
1560,2457415.5,42968,-846.10383,4311.67244,5411.66129,-7.50393,-0.56329,-0.72173,6966.68519,0.00066,0.8982,6.28164,5.27144,2.70463,2.70518,0,33.4,-37.7,51.1,155.3,0,1,1
1580,2457415.5,42988,-995.97211,4299.39561,5395.95427,-7.48231,-0.66435,-0.84891,6966.75016,0.00066,0.8982,6.28161,5.30979,2.68796,2.68854,0,32.8,-38.2,50.9,157.1,0,1,1
1600,2457415.5,43008,-1145.37287,4285.10064,5377.7075,-7.45718,-0.76509,-0.97569,6966.82518,0.00066,0.8982,6.28157,5.34861,2.67084,2.67143,0,32.1,-38.8,50.6,159,0,1,1
1620,2457415.5,43028,-1294.23597,4268.79422,5356.92954,-7.42855,-0.86548,-1.10202,6966.91033,0.00066,0.89821,6.28154,5.38794,2.65319,2.65381,0,31.5,-39.3,50.4,160.8,0,1,1
1640,2457415.5,43048,-1442.49152,4250.484,5333.63017,-7.39643,-0.96547,-1.22783,6967.00559,0.00066,0.89821,6.2815,5.42786,2.63497,2.6356,0,30.8,-39.9,50.1,162.6,0,1,1
1660,2457415.5,43068,-1590.06993,4230.17853,5307.8203,-7.36084,-1.065,-1.35306,6967.11086,0.00066,0.89822,6.28147,5.46841,2.61611,2.61677,0,30.2,-40.4,49.7,164.3,0,1,1
1680,2457415.5,43088,-1736.9019,4207.88732,5279.51205,-7.32179,-1.16403,-1.47766,6967.22598,0.00065,0.89823,6.28143,5.50963,2.59657,2.59725,0,29.6,-41,49.4,166.1,0,1,1
1700,2457415.5,43108,-1882.9185,4183.6208,5248.71871,-7.2793,-1.26252,-1.60156,6967.35076,0.00065,0.89823,6.2814,5.5516,2.5763,2.57699,0,28.9,-41.5,49,167.8,0,1,1
1720,2457415.5,43128,-2028.05116,4157.3903,5215.4547,-7.2334,-1.36042,-1.72471,6967.485,0.00064,0.89824,6.28136,5.59438,2.55522,2.55593,0,28.3,-42.1,48.6,169.5,0,1,1
1740,2457415.5,43148,-2172.23174,4129.2081,5179.73563,-7.1841,-1.45769,-1.84706,6967.62851,0.00064,0.89825,6.28133,5.63802,2.53326,2.53399,0,27.7,-42.6,48.1,171.1,0,1,1
1760,2457415.5,43168,-2315.39252,4099.08737,5141.57824,-7.13142,-1.55427,-1.96853,6967.78101,0.00063,0.89826,6.2813,5.68261,2.51037,2.51111,0,27,-43.2,47.7,172.8,0,1,1
1780,2457415.5,43188,-2457.46625,4067.04219,5101.00043,-7.0754,-1.65012,-2.08909,6967.9422,0.00062,0.89827,6.28127,5.72821,2.48646,2.48722,0,26.4,-43.7,47.2,174.4,0,1,1
1800,2457415.5,43208,-2598.38621,4033.08754,5058.02121,-7.01605,-1.74521,-2.20866,6968.11175,0.00061,0.89828,6.28123,5.77489,2.46147,2.46225,0,25.8,-44.3,46.6,175.9,0,1,1
1820,2457415.5,43228,-2738.08619,3997.23929,5012.66074,-6.9534,-1.83948,-2.32721,6968.28931,0.00061,0.89829,6.2812,5.82274,2.43532,2.4361,0,25.2,-44.8,46.1,177.5,0,1,1
1840,2457415.5,43248,-2876.50054,3959.5142,4964.94027,-6.88749,-1.93289,-2.44465,6968.4745,0.0006,0.8983,6.28117,5.87184,2.40791,2.4087,0,24.6,-45.4,45.5,179,0,1,1
1860,2457415.5,43268,-3013.56423,3919.92991,4914.88218,-6.81834,-2.02539,-2.56096,6968.66694,0.00059,0.89831,6.28114,5.92229,2.37915,2.37996,0,23.9,-45.9,44.9,-179.6,0,1,1
1880,2457415.5,43288,-3149.21283,3878.50492,4862.50994,-6.74599,-2.11695,-2.67606,6968.86622,0.00058,0.89832,6.28111,5.97418,2.34896,2.34978,0,23.3,-46.5,44.3,-178.1,0,1,1
1900,2457415.5,43308,-3283.38259,3835.2586,4807.8481,-6.67046,-2.20752,-2.78991,6969.07195,0.00056,0.89833,6.28108,6.02761,2.31722,2.31805,0,22.7,-47,43.7,-176.7,0,1,1
1920,2457415.5,43328,-3416.01042,3790.21118,4750.9223,-6.5918,-2.29705,-2.90245,6969.28372,0.00055,0.89835,6.28106,6.0827,2.28383,2.28467,0,22.1,-47.6,43.1,-175.4,0,1,1
1940,2457415.5,43348,-3547.03397,3743.38372,4691.75923,-6.51004,-2.38551,-3.01363,6969.50112,0.00054,0.89836,6.28103,6.13955,2.24868,2.24952,0,21.4,-48.1,42.4,-174,0,1,1
1960,2457415.5,43368,-3676.39161,3694.79814,4630.38665,-6.42522,-2.47286,-3.12339,6969.72374,0.00053,0.89837,6.281,6.19828,2.21165,2.2125,0,20.8,-48.7,41.7,-172.7,0,1,1
1980,2457415.5,43388,-3804.02249,3644.47715,4566.83333,-6.33737,-2.55905,-3.23169,6969.95117,0.00052,0.89838,6.28098,6.259,2.17262,2.17348,0,20.2,-49.2,41,-171.4,0,1,1
2000,2457415.5,43408,-3929.86659,3592.44431,4501.12909,-6.24654,-2.64404,-3.33848,6970.18298,0.00051,0.8984,6.28095,0.03865,2.13149,2.13235,0,19.6,-49.8,40.3,-170.2,0,1,1
2020,2457415.5,43428,-4053.86468,3538.72396,4433.30477,-6.15278,-2.72779,-3.44369,6970.41875,0.0005,0.89841,6.28093,0.10368,2.08815,2.08902,0,18.9,-50.3,39.6,-168.9,0,1,1
2040,2457415.5,43448,-4175.9584,3483.34124,4363.39219,-6.05612,-2.81027,-3.54729,6970.65807,0.00048,0.89842,6.2809,0.17103,2.04251,2.04337,0,18.3,-50.9,38.8,-167.7,0,1,1
2060,2457415.5,43468,-4296.0903,3426.32209,4291.42415,-5.9566,-2.89143,-3.64923,6970.90049,0.00047,0.89844,6.28088,0.24076,1.99448,1.99534,0,17.6,-51.4,38.1,-166.6,0,1,1
2080,2457415.5,43488,-4414.20382,3367.69318,4217.43444,-5.85429,-2.97123,-3.74945,6971.14559,0.00046,0.89845,6.28086,0.31293,1.94401,1.94488,0,17,-52,37.3,-165.4,0,1,1
2100,2457415.5,43508,-4530.24333,3307.48198,4141.45779,-5.74921,-3.04965,-3.84791,6971.39293,0.00045,0.89847,6.28084,0.38755,1.89109,1.89195,0,16.3,-52.5,36.5,-164.3,0,1,1
2120,2457415.5,43528,-4644.1542,3245.71669,4063.52989,-5.64143,-3.12664,-3.94457,6971.64204,0.00044,0.89848,6.28081,0.46462,1.83573,1.83659,0,15.7,-53,35.7,-163.2,0,1,1
2140,2457415.5,43548,-4755.88275,3182.42623,3983.68731,-5.53099,-3.20216,-4.03937,6971.89247,0.00044,0.89849,6.28079,0.54404,1.77801,1.77886,0,15,-53.6,34.9,-162.1,0,1,1
2160,2457415.5,43568,-4865.37636,3117.64025,3901.96757,-5.41794,-3.27618,-4.13228,6972.14374,0.00043,0.89851,6.28078,0.6257,1.71805,1.7189,0,14.3,-54.1,34.1,-161.1,0,1,1
2180,2457415.5,43588,-4972.58343,3051.38911,3818.40906,-5.30234,-3.34867,-4.22324,6972.39537,0.00042,0.89852,6.28076,0.7094,1.65606,1.6569,0,13.6,-54.7,33.3,-160,0,1,1
2200,2457415.5,43608,-5077.45342,2983.70386,3733.05102,-5.18424,-3.41959,-4.31222,6972.64686,0.00042,0.89854,6.28074,0.79488,1.59229,1.59312,0,13,-55.2,32.5,-159,0,1,1
2220,2457415.5,43628,-5179.9369,2914.61623,3645.93358,-5.0637,-3.4889,-4.39918,6972.89773,0.00041,0.89855,6.28072,0.88181,1.52706,1.52788,0,12.3,-55.7,31.6,-158,0,1,1
2240,2457415.5,43648,-5279.98553,2844.15858,3557.09769,-4.94077,-3.55658,-4.48406,6973.14747,0.00041,0.89857,6.28071,0.96984,1.46074,1.46155,0,11.5,-56.3,30.7,-157.1,0,1,1
2260,2457415.5,43668,-5377.55215,2772.36398,3466.5851,-4.81551,-3.6226,-4.56684,6973.39558,0.00041,0.89858,6.28069,1.05855,1.39374,1.39454,0,10.8,-56.8,29.9,-156.1,0,1,1
2280,2457415.5,43688,-5472.59071,2699.26608,3374.43838,-4.68797,-3.68691,-4.64747,6973.64156,0.00041,0.89859,6.28068,1.14748,1.32651,1.3273,0,10.1,-57.3,29,-155.2,0,1,1
2300,2457415.5,43708,-5565.05638,2624.89916,3280.70086,-4.55823,-3.74949,-4.72591,6973.88491,0.00041,0.89861,6.28066,1.2362,1.2595,1.26028,0,9.4,-57.9,28.1,-154.3,0,1,1
2320,2457415.5,43728,-5654.90553,2549.29812,3185.41664,-4.42633,-3.81032,-4.80213,6974.12511,0.00041,0.89862,6.28065,1.32427,1.19314,1.1939,0,8.6,-58.4,27.2,-153.4,0,1,1
2340,2457415.5,43748,-5742.09574,2472.49844,3088.63055,-4.29235,-3.86935,-4.8761,6974.36168,0.00041,0.89864,6.28064,1.41129,1.12783,1.12858,0,7.8,-58.9,26.3,-152.5,0,1,1
2360,2457415.5,43768,-5826.58586,2394.53614,2990.38812,-4.15633,-3.92657,-4.94776,6974.59417,0.00042,0.89865,6.28063,1.49691,1.06392,1.06465,0,7,-59.4,25.4,-151.6,0,1,1
2380,2457415.5,43788,-5908.33598,2315.44783,2890.73561,-4.01836,-3.98195,-5.0171,6974.82214,0.00042,0.89866,6.28061,1.58085,1.0017,1.00241,0,6.2,-60,24.5,-150.7,0,1,1
2400,2457415.5,43808,-5987.3075,2235.27064,2789.71992,-3.87848,-4.03546,-5.08407,6975.04518,0.00043,0.89868,6.2806,1.66288,0.94138,0.94207,0,5.4,-60.5,23.6,-149.9,0,1,1
2420,2457415.5,43828,-6063.46312,2154.0422,2687.38861,-3.73678,-4.08707,-5.14866,6975.26291,0.00043,0.89869,6.2806,1.74284,0.88313,0.8838,0,4.6,-61,22.7,-149.1,0,1,1
2440,2457415.5,43848,-6136.76687,2071.80068,2583.78987,-3.59331,-4.13676,-5.21081,6975.47495,0.00044,0.8987,6.28059,1.82065,0.82704,0.82768,0,3.8,-61.5,21.8,-148.3,0,1,1
2460,2457415.5,43868,-6207.18411,1988.58469,2478.9725,-3.44814,-4.18451,-5.27051,6975.68094,0.00045,0.89871,6.28058,1.89626,0.77314,0.77377,0,2.9,-62,20.9,-147.5,0,1,1
2480,2457415.5,43888,-6274.68155,1904.43333,2372.98587,-3.30134,-4.2303,-5.32773,6975.88052,0.00046,0.89872,6.28057,1.96966,0.72145,0.72206,0,2,-62.5,19.9,-146.7,0,1,1
2500,2457415.5,43908,-6339.22731,1819.38614,2265.87991,-3.15298,-4.27409,-5.38244,6976.07333,0.00047,0.89874,6.28056,2.0409,0.67193,0.67251,0,1.1,-63,19,-145.9,0,1,1
2520,2457415.5,43928,-6400.79087,1733.48307,2157.70509,-3.00313,-4.31588,-5.43462,6976.25904,0.00047,0.89875,6.28056,2.11004,0.6245,0.62506,0,0.1,-63.5,18,-145.1,0,1,1
2540,2457415.5,43948,-6459.34311,1646.76451,2048.51238,-2.85186,-4.35564,-5.48423,6976.4373,0.00048,0.89876,6.28055,2.17718,0.57908,0.57961,0,359.2,-64,17.1,-144.3,0,1,1
2560,2457415.5,43968,-6514.85637,1559.27122,1938.35326,-2.69924,-4.39335,-5.53125,6976.60778,0.00049,0.89877,6.28055,2.24241,0.53557,0.53607,0,358.2,-64.5,16.1,-143.6,0,1,1
