EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),sunVecX,sunVecY,sunVecZ
51680,2457416.5,6688,6139.27653,-2232.00772,-2432.96708,3.57266,4.04905,5.29755,6975.8117,0.00073,0.89868,6.23535,5.63212,0.18847,0.18874,0,73.2,-74.5,-20.5,-175.3,0,1,1
51700,2457416.5,6708,6209.27834,-2150.50749,-2326.44997,3.42725,4.10065,5.35374,6976.00685,0.00076,0.8987,6.23535,5.66501,0.17729,0.17756,0,70.8,-74.6,-19.5,-174.5,0,1,1
51720,2457416.5,6728,6276.35569,-2067.99445,-2218.83417,3.28022,4.15033,5.40741,6976.19467,0.00078,0.89871,6.23534,5.69743,0.16658,0.16684,0,68.4,-74.6,-18.6,-173.7,0,1,1
51740,2457416.5,6748,6340.4768,-1984.50742,-2110.17044,3.13164,4.19805,5.45853,6976.37491,0.0008,0.89872,6.23533,5.72945,0.15629,0.15654,0,65.9,-74.7,-17.6,-173,0,1,1
51760,2457416.5,6768,6401.61132,-1900.08567,-2000.51006,2.98157,4.2438,5.50707,6976.54734,0.00082,0.89873,6.23533,5.7611,0.14636,0.1466,0,63.5,-74.7,-16.7,-172.2,0,1,1
51780,2457416.5,6788,6459.73029,-1814.76892,-1889.90477,2.83009,4.28755,5.55302,6976.71174,0.00084,0.89874,6.23532,5.79242,0.13674,0.13697,0,61.1,-74.6,-15.7,-171.4,0,1,1
51800,2457416.5,6808,6514.80616,-1728.5973,-1778.40677,2.67728,4.32928,5.59634,6976.86789,0.00086,0.89875,6.23532,5.82347,0.12741,0.12763,0,58.6,-74.6,-14.8,-170.7,0,1,1
51820,2457416.5,6828,6566.81286,-1641.61137,-1666.06869,2.52319,4.36897,5.63702,6977.01552,0.00088,0.89876,6.23531,5.85427,0.11833,0.11854,0,56.2,-74.5,-13.8,-170,0,1,1
51840,2457416.5,6848,6615.72574,-1553.85208,-1552.94357,2.36791,4.40661,5.67504,6977.15441,0.0009,0.89876,6.23531,5.88486,0.10947,0.10966,0,53.8,-74.4,-12.9,-169.2,0,1,1
51860,2457416.5,6868,6661.52163,-1465.36072,-1439.0848,2.2115,4.44218,5.71038,6977.28432,0.00091,0.89877,6.23531,5.91525,0.10079,0.10098,0,51.5,-74.3,-11.9,-168.5,0,1,1
51880,2457416.5,6888,6704.17882,-1376.17897,-1324.54616,2.05405,4.47565,5.74303,6977.40505,0.00093,0.89878,6.23531,5.94547,0.09229,0.09246,0,49.2,-74.2,-10.9,-167.8,0,1,1
51900,2457416.5,6908,6743.6771,-1286.34882,-1209.38174,1.89562,4.50701,5.77296,6977.51638,0.00094,0.89879,6.2353,5.97556,0.08392,0.08408,0,46.9,-74.1,-10,-167.1,0,1,1
51920,2457416.5,6928,6779.99775,-1195.91256,-1093.64592,1.7363,4.53626,5.80017,6977.61808,0.00095,0.89879,6.2353,6.00552,0.07568,0.07583,0,44.6,-73.9,-9,-166.3,0,1,1
51940,2457416.5,6948,6813.12355,-1104.9128,-977.39337,1.57615,4.56336,5.82463,6977.70992,0.00096,0.8988,6.2353,6.03538,0.06754,0.06767,0,42.4,-73.7,-8,-165.6,0,1,1
51960,2457416.5,6968,6843.0388,-1013.39239,-860.679,1.41526,4.58832,5.84635,6977.79167,0.00097,0.8988,6.2353,6.06515,0.05949,0.05961,0,40.3,-73.5,-7,-164.9,0,1,1
51980,2457416.5,6988,6869.72932,-921.39444,-743.55796,1.25369,4.61111,5.8653,6977.86315,0.00098,0.89881,6.2353,6.09485,0.05151,0.05162,0,38.2,-73.2,-6.1,-164.2,0,1,1
52000,2457416.5,7008,6893.18247,-828.96231,-626.08557,1.09153,4.63174,5.88148,6977.92418,0.00099,0.89881,6.2353,6.12448,0.0436,0.04368,0,36.1,-73,-5.1,-163.5,0,1,1
52020,2457416.5,7028,6913.38711,-736.13953,-508.31735,0.92885,4.65018,5.89488,6977.97461,0.001,0.89881,6.2353,6.15408,0.03573,0.0358,0,34.1,-72.7,-4.1,-162.8,0,1,1
52040,2457416.5,7048,6930.33369,-642.96984,-390.30894,0.76574,4.66643,5.9055,6978.01434,0.001,0.89881,6.2353,6.18363,0.02789,0.02795,0,32.2,-72.4,-3.1,-162.1,0,1,1
52060,2457416.5,7068,6944.01418,-549.49715,-272.11609,0.60226,4.68048,5.91332,6978.04326,0.001,0.89882,6.2353,6.21316,0.02008,0.02012,0,30.3,-72.1,-2.2,-161.5,0,1,1
52080,2457416.5,7088,6954.42209,-455.76551,-153.79467,0.43849,4.69232,5.91835,6978.06128,0.00101,0.89882,6.2353,6.24268,0.01228,0.01231,0,28.5,-71.8,-1.2,-160.8,0,1,1
52100,2457416.5,7108,6961.55249,-361.81908,-35.40059,0.27452,4.70195,5.92059,6978.06831,0.00101,0.89882,6.2353,6.27221,0.00448,0.00449,0,26.7,-71.5,-0.2,-160.1,0,1,1
52120,2457416.5,7128,6965.40203,-267.70215,83.01021,0.11042,4.70937,5.92002,6978.06426,0.00101,0.89882,6.2353,0.01856,6.27985,6.27984,0,25,-71.1,0.8,-159.4,0,1,1
52140,2457416.5,7148,6965.96889,-173.45906,201.38176,-0.05374,4.71457,5.91666,6978.04904,0.001,0.89882,6.2353,0.04813,6.272,6.27198,0,23.3,-70.8,1.8,-158.7,0,1,1
52160,2457416.5,7168,6963.2528,-79.13423,319.65813,-0.21786,4.71754,5.91051,6978.0226,0.001,0.89882,6.2353,0.07772,6.26413,6.26409,0,21.7,-70.4,2.7,-158,0,1,1
52180,2457416.5,7188,6957.25509,15.22788,437.78341,-0.38189,4.7183,5.90156,6977.98495,0.001,0.89881,6.2353,0.10736,6.25621,6.25616,0,20.2,-70,3.7,-157.3,0,1,1
52200,2457416.5,7208,6947.97861,109.58279,555.70179,-0.54573,4.71682,5.88982,6977.93612,0.00099,0.89881,6.2353,0.13705,6.24825,6.24818,0,18.7,-69.7,4.7,-156.6,0,1,1
52220,2457416.5,7228,6935.42779,203.88605,673.35754,-0.70931,4.71313,5.87529,6977.87622,0.00098,0.89881,6.2353,0.16679,6.24022,6.24014,0,17.2,-69.3,5.7,-155.9,0,1,1
52240,2457416.5,7248,6919.6086,298.0932,790.69508,-0.87255,4.70722,5.858,6977.80538,0.00097,0.8988,6.2353,0.1966,6.23214,6.23204,0,15.8,-68.9,6.6,-155.2,0,1,1
52260,2457416.5,7268,6900.52857,392.15987,907.65895,-1.03538,4.69908,5.83793,6977.72377,0.00096,0.8988,6.2353,0.22648,6.22398,6.22386,0,14.4,-68.4,7.6,-154.5,0,1,1
52280,2457416.5,7288,6878.19677,486.04171,1024.1939,-1.19771,4.68873,5.81511,6977.63161,0.00095,0.89879,6.23529,0.25645,6.21573,6.2156,0,13.1,-68,8.6,-153.8,0,1,1
52300,2457416.5,7308,6852.62384,579.69449,1140.24487,-1.35948,4.67618,5.78953,6977.52911,0.00094,0.89879,6.23529,0.28652,6.20738,6.20724,0,11.8,-67.6,9.6,-153.1,0,1,1
52320,2457416.5,7328,6823.82191,673.0741,1255.75706,-1.5206,4.66142,5.76123,6977.41649,0.00093,0.89878,6.23529,0.3167,6.19891,6.19876,0,10.6,-67.1,10.5,-152.4,0,1,1
52340,2457416.5,7348,6791.80468,766.13654,1370.6759,-1.681,4.64446,5.7302,6977.29402,0.00091,0.89878,6.23529,0.34703,6.19031,6.19014,0,9.4,-66.7,11.5,-151.7,0,1,1
52360,2457416.5,7368,6756.58735,858.83797,1484.94712,-1.8406,4.62532,5.69647,6977.16194,0.00089,0.89877,6.23529,0.37751,6.18155,6.18136,0,8.2,-66.3,12.5,-150.9,0,1,1
52380,2457416.5,7388,6718.18666,951.13473,1598.51676,-1.99932,4.604,5.66005,6977.02051,0.00088,0.89876,6.23528,0.40817,6.1726,6.17241,0,7.1,-65.8,13.4,-150.2,0,1,1
52400,2457416.5,7408,6676.62084,1042.98336,1711.3312,-2.1571,4.58051,5.62095,6976.86998,0.00086,0.89875,6.23528,0.43904,6.16345,6.16324,0,5.9,-65.3,14.4,-149.5,0,1,1
52420,2457416.5,7428,6631.90961,1134.3406,1823.33719,-2.31385,4.55486,5.57921,6976.71064,0.00084,0.89874,6.23528,0.47015,6.15406,6.15385,0,4.9,-64.9,15.3,-148.7,0,1,1
52440,2457416.5,7448,6584.07419,1225.16344,1934.48186,-2.4695,4.52707,5.53482,6976.54274,0.00082,0.89873,6.23527,0.50152,6.14441,6.14418,0,3.8,-64.4,16.3,-148,0,1,1
52460,2457416.5,7468,6533.1373,1315.40913,2044.71276,-2.62399,4.49715,5.48783,6976.36661,0.0008,0.89872,6.23527,0.53319,6.13445,6.13422,0,2.8,-63.9,17.2,-147.2,0,1,1
52480,2457416.5,7488,6479.12308,1405.03518,2153.97786,-2.77722,4.46511,5.43825,6976.18259,0.00077,0.89871,6.23526,0.5652,6.12416,6.12391,0,1.8,-63.4,18.2,-146.4,0,1,1
52500,2457416.5,7508,6422.05716,1493.99942,2262.22564,-2.92914,4.43097,5.3861,6975.99103,0.00075,0.8987,6.23526,0.59759,6.11349,6.11323,0,0.8,-62.9,19.1,-145.7,0,1,1
52520,2457416.5,7528,6361.9666,1582.25999,2369.40501,-3.07968,4.39474,5.33141,6975.79233,0.00073,0.89869,6.23525,0.6304,6.10239,6.10213,0,359.9,-62.5,20.1,-144.9,0,1,1
52540,2457416.5,7548,6298.87989,1669.77536,2475.46545,-3.22875,4.35645,5.27421,6975.58689,0.0007,0.89868,6.23524,0.6637,6.0908,6.09053,0,359,-62,21,-144.1,0,1,1
52560,2457416.5,7568,6232.82693,1756.50437,2580.35694,-3.37629,4.31611,5.21452,6975.37513,0.00067,0.89867,6.23523,0.69756,6.07866,6.07838,0,358.1,-61.5,21.9,-143.3,0,1,1
52580,2457416.5,7588,6163.83902,1842.40623,2684.03003,-3.52223,4.27374,5.15238,6975.15746,0.00065,0.89866,6.23522,0.73206,6.06588,6.0656,0,357.2,-61,22.9,-142.4,0,1,1
52600,2457416.5,7608,6091.94885,1927.44055,2786.43587,-3.6665,4.22936,5.0878,6974.93429,0.00062,0.89864,6.23522,0.76729,6.05236,6.05207,0,356.3,-60.5,23.8,-141.6,0,1,1
52620,2457416.5,7628,6017.19047,2011.56737,2887.52618,-3.80904,4.18299,5.02083,6974.70603,0.00059,0.89863,6.23521,0.80337,6.03799,6.0377,0,355.5,-59.9,24.7,-140.8,0,1,1
52640,2457416.5,7648,5939.59929,2094.74713,2987.25336,-3.94977,4.13466,4.95149,6974.47312,0.00056,0.89862,6.2352,0.84045,6.02262,6.02233,0,354.6,-59.4,25.6,-139.9,0,1,1
52660,2457416.5,7668,5859.21203,2176.94075,3085.57043,-4.08864,4.08438,4.87983,6974.236,0.00053,0.89861,6.23518,0.87869,6.00609,6.00579,0,353.8,-58.9,26.5,-139,0,1,1
52680,2457416.5,7688,5776.06675,2258.10961,3182.43108,-4.22556,4.03219,4.80586,6973.99517,0.0005,0.89859,6.23517,0.91832,5.98817,5.98788,0,353,-58.4,27.4,-138.2,0,1,1
52700,2457416.5,7708,5690.20279,2338.2156,3277.78973,-4.36049,3.9781,4.72963,6973.75109,0.00047,0.89858,6.23516,0.95958,5.96861,5.96832,0,352.2,-57.9,28.3,-137.2,0,1,1
52720,2457416.5,7728,5601.66078,2417.2211,3371.60147,-4.49336,3.92214,4.65118,6973.50427,0.00044,0.89856,6.23515,1.00285,5.94706,5.94677,0,351.4,-57.4,29.2,-136.3,0,1,1
52740,2457416.5,7748,5510.4826,2495.08901,3463.82218,-4.6241,3.86434,4.57053,6973.25518,0.00041,0.89855,6.23513,1.04854,5.92307,5.92278,0,350.7,-56.9,30,-135.4,0,1,1
52760,2457416.5,7768,5416.71136,2571.78278,3554.40846,-4.75265,3.80473,4.48774,6973.00434,0.00038,0.89854,6.23512,1.09727,5.89606,5.89577,0,349.9,-56.3,30.9,-134.4,0,1,1
52780,2457416.5,7788,5320.39138,2647.26643,3643.31772,-4.87896,3.74334,4.40284,6972.75226,0.00035,0.89852,6.2351,1.1498,5.86523,5.86495,0,349.2,-55.8,31.7,-133.5,0,1,1
52800,2457416.5,7808,5221.56821,2721.50453,3730.50813,-5.00297,3.68018,4.31586,6972.49946,0.00032,0.89851,6.23508,1.20722,5.82951,5.82924,0,348.5,-55.3,32.6,-132.5,0,1,1
52820,2457416.5,7828,5120.28852,2794.46227,3815.93872,-5.1246,3.61531,4.22686,6972.24647,0.00029,0.89849,6.23507,1.27105,5.78739,5.78712,0,347.7,-54.8,33.4,-131.5,0,1,1
52840,2457416.5,7848,5016.60016,2866.10544,3899.56934,-5.24382,3.54873,4.13587,6971.9938,0.00026,0.89848,6.23505,1.34345,5.7367,5.73643,0,347,-54.2,34.3,-130.4,0,1,1
52860,2457416.5,7868,4910.5521,2936.40044,3981.36069,-5.36057,3.48049,4.04294,6971.74197,0.00023,0.89847,6.23503,1.42762,5.67423,5.67397,0,346.3,-53.7,35.1,-129.4,0,1,1
52880,2457416.5,7888,4802.1944,3005.31433,4061.27435,-5.47478,3.41063,3.94811,6971.49146,0.0002,0.89845,6.23501,1.52838,5.59517,5.59492,0,345.6,-53.2,35.9,-128.3,0,1,1
52900,2457416.5,7908,4691.57821,3072.81481,4139.27279,-5.58641,3.33916,3.85143,6971.24276,0.00017,0.89844,6.23499,1.65305,5.49221,5.49197,0,344.9,-52.6,36.7,-127.2,0,1,1
52920,2457416.5,7928,4578.75573,3138.87025,4215.3194,-5.6954,3.26613,3.75294,6970.99632,0.00014,0.89842,6.23497,1.81261,5.35435,5.35412,0,344.3,-52.1,37.5,-126.1,0,1,1
52940,2457416.5,7948,4463.78018,3203.44972,4289.37846,-5.8017,3.19157,3.65268,6970.75258,0.00012,0.89841,6.23494,2.02202,5.16664,5.16642,0,343.6,-51.6,38.2,-124.9,0,1,1
52960,2457416.5,7968,4346.70578,3266.52296,4361.41523,-5.90527,3.11551,3.55071,6970.5119,0.00011,0.89839,6.23492,2.29531,4.91505,4.91484,0,342.9,-51,39,-123.7,0,1,1
52980,2457416.5,7988,4227.58774,3328.06044,4431.3959,-6.00606,3.038,3.44708,6970.27461,0.0001,0.89838,6.2349,2.62749,4.60457,4.60438,0,342.2,-50.5,39.7,-122.5,0,1,1
53000,2457416.5,8008,4106.48222,3388.03335,4499.28764,-6.10402,2.95906,3.34183,6970.04101,0.0001,0.89837,6.23487,2.97484,4.27892,4.27874,0,341.6,-49.9,40.4,-121.3,0,1,1
53020,2457416.5,8028,3983.4463,3446.41362,4565.05862,-6.19909,2.87874,3.23501,6969.81138,0.00011,0.89835,6.23485,3.28036,3.9951,3.99493,0,340.9,-49.4,41.2,-120,0,1,1
53040,2457416.5,8048,3858.53794,3503.17392,4628.67799,-6.29125,2.79707,3.12668,6969.58606,0.00013,0.89834,6.23482,3.52052,3.77664,3.77649,0,340.3,-48.9,41.8,-118.7,0,1,1
53060,2457416.5,8068,3731.81601,3558.28771,4690.11593,-6.38044,2.71409,3.01688,6969.36539,0.00015,0.89833,6.23479,3.70308,3.61578,3.61564,0,339.6,-48.3,42.5,-117.4,0,1,1
53080,2457416.5,8088,3603.3402,3611.72919,4749.34363,-6.46663,2.62985,2.90566,6969.14975,0.00017,0.89832,6.23477,3.84382,3.49673,3.49661,0,339,-47.8,43.2,-116.1,0,1,1
53100,2457416.5,8108,3473.171,3663.47338,4806.33337,-6.54978,2.54437,2.79309,6968.93946,0.0002,0.8983,6.23474,3.95585,3.4064,3.4063,0,338.3,-47.2,43.8,-114.7,0,1,1
53120,2457416.5,8128,3341.36972,3713.49608,4861.05842,-6.62984,2.4577,2.6792,6968.73485,0.00022,0.89829,6.23471,4.04817,3.33577,3.33568,0,337.7,-46.7,44.5,-113.3,0,1,1
53140,2457416.5,8148,3207.9984,3761.77391,4913.49318,-6.70677,2.36989,2.56407,6968.53622,0.00025,0.89828,6.23468,4.12675,3.27889,3.27883,0,337,-46.2,45.1,-111.8,0,1,1
53160,2457416.5,8168,3073.11981,3808.28429,4963.61308,-6.78056,2.28097,2.44773,6968.34391,0.00028,0.89827,6.23465,4.1955,3.23184,3.23179,0,336.4,-45.6,45.6,-110.4,0,1,1
53180,2457416.5,8188,2936.79743,3853.0055,5011.39467,-6.85115,2.19098,2.33024,6968.15828,0.0003,0.89826,6.23462,4.25706,3.19197,3.19194,0,335.7,-45.1,46.2,-108.8,0,1,1
53200,2457416.5,8208,2799.09541,3895.91664,5056.8156,-6.91852,2.09997,2.21167,6967.97974,0.00033,0.89825,6.23459,4.31327,3.15746,3.15745,0,335.1,-44.5,46.7,-107.3,0,1,1
53220,2457416.5,8228,2660.07851,3936.99767,5099.85462,-6.98263,2.00798,2.09206,6967.80871,0.00035,0.89824,6.23456,4.3654,3.12702,3.12703,0,334.4,-44,47.2,-105.7,0,1,1
53240,2457416.5,8248,2519.81212,3976.22941,5140.4916,-7.04346,1.91505,1.97148,6967.6456,0.00038,0.89823,6.23452,4.41437,3.09974,3.09977,0,333.8,-43.4,47.7,-104.1,0,1,1
53260,2457416.5,8268,2378.36221,4013.59354,5178.70755,-7.10098,1.82122,1.84997,6967.49077,0.0004,0.89822,6.23449,4.46088,3.07493,3.07498,0,333.2,-42.9,48.2,-102.5,0,1,1
53280,2457416.5,8288,2235.79528,4049.07262,5214.48461,-7.15516,1.72655,1.7276,6967.34459,0.00042,0.89821,6.23446,4.50544,3.05206,3.05214,0,332.5,-42.4,48.6,-100.8,0,1,1
53300,2457416.5,8308,2092.17834,4082.65009,5247.80608,-7.20597,1.63107,1.60442,6967.20741,0.00044,0.8982,6.23442,4.54845,3.03074,3.03084,0,331.8,-41.8,49.1,-99.2,0,1,1
53320,2457416.5,8328,1947.5789,4114.3103,5278.65638,-7.2534,1.53483,1.48049,6967.07955,0.00046,0.8982,6.23439,4.59023,3.01066,3.01078,0,331.2,-41.3,49.4,-97.4,0,1,1
53340,2457416.5,8348,1802.06491,4144.03845,5307.02112,-7.29743,1.43787,1.35587,6966.96135,0.00048,0.89819,6.23435,4.63102,2.99155,2.9917,0,330.5,-40.7,49.8,-95.7,0,1,1
53360,2457416.5,8368,1655.70475,4171.8207,5332.88706,-7.33802,1.34025,1.23062,6966.8531,0.0005,0.89818,6.23432,4.67103,2.97323,2.9734,0,329.9,-40.2,50.1,-93.9,0,1,1
53380,2457416.5,8388,1508.56716,4197.64409,5356.24214,-7.37516,1.24199,1.1048,6966.75508,0.00052,0.89818,6.23428,4.71043,2.95553,2.95572,0,329.2,-39.6,50.4,-92.1,0,1,1
53400,2457416.5,8408,1360.72126,4221.49657,5377.07546,-7.40885,1.14316,0.97846,6966.66755,0.00054,0.89817,6.23425,4.74935,2.9383,2.93852,0,328.5,-39.1,50.7,-90.3,0,1,1
53420,2457416.5,8428,1212.2365,4243.36703,5395.37733,-7.43905,1.0438,0.85166,6966.59078,0.00055,0.89817,6.23421,4.78791,2.92143,2.92167,0,327.9,-38.6,50.9,-88.4,0,1,1
53440,2457416.5,8448,1063.18261,4263.24527,5411.13921,-7.46576,0.94395,0.72447,6966.52499,0.00057,0.89817,6.23418,4.82621,2.90482,2.90509,0,327.2,-38,51.1,-86.6,0,1,1
53460,2457416.5,8468,913.62956,4281.12202,5424.35378,-7.48896,0.84366,0.59694,6966.47039,0.00058,0.89816,6.23414,4.86433,2.88838,2.88867,0,326.5,-37.5,51.3,-84.7,0,1,1
53480,2457416.5,8488,763.64759,4296.98895,5435.01488,-7.50865,0.74297,0.46913,6966.42715,0.00059,0.89816,6.2341,4.90236,2.87205,2.87236,0,325.8,-36.9,51.4,-82.8,0,1,1
53500,2457416.5,8508,613.3071,4310.83867,5443.11758,-7.52481,0.64194,0.34111,6966.39537,0.0006,0.89816,6.23407,4.94035,2.85575,2.85609,0,325.1,-36.4,51.5,-80.9,0,1,1
53520,2457416.5,8528,462.67868,4322.66471,5448.65811,-7.53744,0.54061,0.21292,6966.37513,0.00061,0.89816,6.23403,4.97835,2.83943,2.83979,0,324.4,-35.9,51.6,-79,0,1,1
53540,2457416.5,8548,311.83302,4332.46157,5451.63392,-7.54653,0.43903,0.08464,6966.36648,0.00062,0.89816,6.23399,5.01644,2.82304,2.82343,0,323.7,-35.3,51.6,-77.1,0,1,1
53560,2457416.5,8568,160.84093,4340.22467,5452.04365,-7.55208,0.33725,-0.04367,6966.36938,0.00063,0.89816,6.23396,5.05463,2.80653,2.80694,0,323,-34.8,51.6,-75.2,0,1,1
53580,2457416.5,8588,9.77329,4345.95039,5449.88713,-7.55409,0.2353,-0.17197,6966.38376,0.00064,0.89816,6.23392,5.09299,2.78986,2.7903,0,322.2,-34.2,51.6,-73.3,0,1,1
53600,2457416.5,8608,-141.29899,4349.63606,5445.16542,-7.55255,0.13325,-0.30018,6966.40949,0.00064,0.89816,6.23388,5.13156,2.77298,2.77345,0,321.5,-33.7,51.5,-71.4,0,1,1
53620,2457416.5,8628,-292.30502,4351.27995,5437.88075,-7.54746,0.03113,-0.42826,6966.44643,0.00065,0.89816,6.23385,5.17037,2.75586,2.75635,0,320.8,-33.2,51.4,-69.5,0,1,1
53640,2457416.5,8648,-443.17389,4350.8813,5428.03655,-7.53883,-0.071,-0.55613,6966.49446,0.00065,0.89816,6.23381,5.20948,2.73844,2.73895,0,320,-32.6,51.3,-67.6,0,1,1
53660,2457416.5,8668,-593.83481,4348.44028,5415.63745,-7.52667,-0.1731,-0.68374,6966.55344,0.00065,0.89817,6.23378,5.24895,2.72066,2.72119,0,319.2,-32.1,51.1,-65.7,0,1,1
53680,2457416.5,8688,-744.21705,4343.95803,5400.68929,-7.51097,-0.27511,-0.81102,6966.62329,0.00065,0.89817,6.23374,5.28882,2.70247,2.70303,0,318.5,-31.6,50.9,-63.9,0,1,1
53700,2457416.5,8708,-894.25002,4337.43663,5383.19908,-7.49174,-0.377,-0.93793,6966.70391,0.00065,0.89817,6.2337,5.32917,2.68381,2.68439,0,317.7,-31,50.7,-62,0,1,1
53720,2457416.5,8728,-1043.86328,4328.87913,5363.17503,-7.469,-0.47872,-1.0644,6966.79519,0.00065,0.89818,6.23367,5.37004,2.66463,2.66523,0,316.9,-30.5,50.4,-60.2,0,1,1
53740,2457416.5,8748,-1192.98662,4318.28949,5340.62653,-7.44275,-0.58021,-1.19036,6966.89694,0.00065,0.89818,6.23363,5.41149,2.64488,2.6455,0,316.1,-30,50.2,-58.4,0,1,1
53760,2457416.5,8768,-1341.55001,4305.67266,5315.56416,-7.41301,-0.68143,-1.31577,6967.00887,0.00065,0.89819,6.2336,5.45355,2.62451,2.62515,0,315.2,-29.5,49.8,-56.6,0,1,1
53780,2457416.5,8788,-1489.4837,4291.03452,5287.99965,-7.37978,-0.78233,-1.44057,6967.13067,0.00064,0.8982,6.23356,5.49628,2.60347,2.60413,0,314.4,-28.9,49.5,-54.9,0,1,1
53800,2457416.5,8808,-1636.71824,4274.38189,5257.94594,-7.34309,-0.88287,-1.56469,6967.26201,0.00064,0.8982,6.23353,5.53973,2.58171,2.58238,0,313.5,-28.4,49.1,-53.2,0,1,1
53820,2457416.5,8828,-1783.18447,4255.72252,5225.41711,-7.30296,-0.983,-1.68807,6967.40255,0.00063,0.89821,6.2335,5.58398,2.55915,2.55985,0,312.7,-27.9,48.7,-51.5,0,1,1
53840,2457416.5,8848,-1928.81362,4235.06513,5190.42838,-7.25939,-1.08266,-1.81066,6967.55198,0.00062,0.89822,6.23346,5.62909,2.53573,2.53644,0,311.8,-27.4,48.3,-49.8,0,1,1
53860,2457416.5,8868,-2073.53728,4212.41934,5152.99618,-7.21241,-1.18183,-1.93241,6967.70999,0.00062,0.89823,6.23343,5.67515,2.51136,2.51209,0,310.9,-26.9,47.8,-48.2,0,1,1
53880,2457416.5,8888,-2217.28747,4187.79573,5113.13802,-7.16205,-1.28044,-2.05325,6967.87626,0.00061,0.89824,6.2334,5.72224,2.48597,2.48671,0,310,-26.4,47.3,-46.6,0,1,1
53900,2457416.5,8908,-2359.99665,4161.20578,5070.87261,-7.10831,-1.37845,-2.17313,6968.05046,0.0006,0.89824,6.23337,5.77046,2.45945,2.4602,0,309,-25.9,46.8,-45,0,1,1
53920,2457416.5,8928,-2501.59778,4132.6619,5026.21973,-7.05124,-1.47582,-2.29199,6968.23229,0.00059,0.89825,6.23334,5.81989,2.43171,2.43248,0,308.1,-25.4,46.3,-43.4,0,1,1
53940,2457416.5,8948,-2642.02432,4102.17742,4979.20033,-6.99086,-1.57251,-2.40977,6968.42145,0.00058,0.89826,6.23331,5.87066,2.40263,2.40341,0,307.1,-24.9,45.7,-41.9,0,1,1
53960,2457416.5,8968,-2781.21027,4069.76657,4929.83644,-6.92719,-1.66845,-2.52643,6968.61764,0.00057,0.89828,6.23328,5.92287,2.37212,2.37291,0,306.1,-24.4,45.1,-40.4,0,1,1
53980,2457416.5,8988,-2919.09021,4035.44449,4878.1512,-6.86026,-1.76362,-2.6419,6968.8205,0.00056,0.89829,6.23325,5.97664,2.34004,2.34084,0,305.1,-23.9,44.5,-39,0,1,1
54000,2457416.5,9008,-3055.59932,3999.2272,4824.16885,-6.79011,-1.85797,-2.75613,6969.02965,0.00055,0.8983,6.23322,6.03208,2.3063,2.30712,0,304,-23.4,43.9,-37.6,0,1,1
54020,2457416.5,9028,-3190.67343,3961.13163,4767.91469,-6.71677,-1.95144,-2.86907,6969.24462,0.00054,0.89831,6.23319,6.08929,2.27079,2.27161,0,303,-22.9,43.3,-36.2,0,1,1
54040,2457416.5,9048,-3324.24902,3921.17558,4709.4151,-6.64027,-2.04401,-2.98066,6969.46497,0.00053,0.89832,6.23316,6.14838,2.2334,2.23423,0,301.9,-22.4,42.6,-34.9,0,1,1
54060,2457416.5,9068,-3456.26326,3879.3777,4648.69751,-6.56064,-2.13562,-3.09086,6969.6902,0.00051,0.89833,6.23314,6.20945,2.19402,2.19486,0,300.8,-21.9,41.9,-33.5,0,1,1
54080,2457416.5,9088,-3586.65405,3835.75755,4585.79041,-6.47793,-2.22623,-3.19961,6969.9198,0.0005,0.89835,6.23311,6.2726,2.15257,2.15341,0,299.7,-21.4,41.2,-32.2,0,1,1
54100,2457416.5,9108,-3715.36005,3790.33552,4520.7233,-6.39217,-2.3158,-3.30685,6970.15325,0.00049,0.89836,6.23309,0.05474,2.10895,2.10979,0,298.5,-21,40.5,-31,0,1,1
54120,2457416.5,9128,-3842.32069,3743.13284,4453.52671,-6.3034,-2.40429,-3.41254,6970.39004,0.00048,0.89837,6.23306,0.1223,2.06309,2.06394,0,297.4,-20.5,39.8,-29.7,0,1,1
54140,2457416.5,9148,-3967.47622,3694.17159,4384.23219,-6.21166,-2.49165,-3.51664,6970.62972,0.00047,0.89839,6.23304,0.19217,2.01492,2.01577,0,296.2,-20.1,39.1,-28.5,0,1,1
54160,2457416.5,9168,-4090.76773,3643.47468,4312.87226,-6.117,-2.57785,-3.61908,6970.87188,0.00046,0.8984,6.23301,0.26442,1.96438,1.96522,0,294.9,-19.6,38.3,-27.3,0,1,1
54180,2457416.5,9188,-4212.13717,3591.06583,4239.48041,-6.01946,-2.66284,-3.71982,6971.11619,0.00045,0.89841,6.23299,0.33907,1.91142,1.91227,0,293.7,-19.2,37.5,-26.2,0,1,1
54200,2457416.5,9208,-4331.52739,3536.96956,4164.09112,-5.91909,-2.74658,-3.81881,6971.36233,0.00044,0.89843,6.23297,0.41615,1.85605,1.85689,0,292.4,-18.7,36.8,-25.1,0,1,1
54220,2457416.5,9228,-4448.88217,3481.21122,4086.73979,-5.81593,-2.82904,-3.91602,6971.61003,0.00043,0.89844,6.23295,0.49561,1.79829,1.79913,0,291.1,-18.3,36,-24,0,1,1
